' like this system very much t is easy to use',Other
'ove this system nly thing nice would be to add my credit card and when a transaction comes in  fill out the information at that time and send it automatically and instead of sending the money to me you send it to the credit card',Other
'hank you',Other
'n general  works welleed to improve the reliability and speed of receipts appearance in the allery',Other
'i imanshuccommodation xpensesrom ate o ate ',Other
'good',Other
't is surprising to see that  need to fill the details even when  mark an expense as personal pent about  hours to submit one expense',Other
'roper video tutorials should be provided for easy submission of claims',Other
'very badit takes lot of time to fill up an expense',Other
'very single line item appears with the following notice ll line items that require receipts must have an image attached prior to submission of this report his is despite the fact that  have attached a receipt image for each and every expense he warning did not go away even once the receipt was uploaded',Other
'ot user friendly',Other
'ok',Other
'reat support!',Other
'errible worst system  have ever worked with',Other
'ould be good if you could upload a ',Other
'it made me attach the same receipt many many times sorry',Other
'this took way too long to complete',Other
'lease add a way to itemize hotel stays when there are different day rates',Other
'xpense t never synchs up  spend way to long editing dates not sure what im doing wrong but expense reports should not take hours to do',Other
'ot user friendly',Other
'he hotel entry is incredibly annoying',Other
'first time working and sofar it has been fine',Other
'asy to navigate and submit',Other
'xcellent',Other
'o far have been pleased y manager assisted me on using oncur the first time and my reimbursements were processed',Other
'he interface is terrible ou should get a  team and an interface designer to redo this application nintuitive and difficult to read',Other
'hy do you have browse for receipts and then you have to attach them separately hen a user selects receipt it should automatically attach to the expense',Other
'reat love the new layout',Other
'ery easy to use tool he copy function is especially useful',Other
't seems repetitive to attach the same receipt for every time  have a toll charge',Other
' dont use it much but its ok when  do so',Other
'system can not handle very well when multiple charges are covered by one receipt which is a common happening with hotels',Other
'he receipt attachment isnt working intuitively  uploaded receipts but then they werent in the available receipts',Other
'eceipts were difficult to upload and failed hen they appended into one file',Other
'ate trying to attach the second receipt to this form!!',Other
'automatic reports are created but when a per diem is needed it appears that the only way to do enter the per diem meal expenses is to create a new report utomatically created reports should still have the ability to add per diem meals',Other
'never have a problem',Other
' need the option to be able to add cities that is not part of your data base',Other
'till having issues trying to attachdownload receipts and no expense category for trainrail',Other
'the process for hotel ventilation is very unclear    aiting for the attachement of receipt for each entry is far too time consuming & makes concur an unefficient system',Other
'his website is user friendly',Other
'ot sure why  need to submit a receipt for parking lot for $  thought we only had to submit for over $ ot worth the effort to upload a photo of a $ receipt nreasonable',Other
'ery easy to use',Other
'ifficult to manage if large # of receipts',Other
'asy to se!',Other
'reat utility and easy to use!',Other
'asy to use',Other
'tishfied',Other
'wesome xperience!!!',Other
'wesome!!!',Other
'xtremely difficult!',Other
't took a bit to get used to but  really like the system now so much easier and quicker',Other
'love this app',Other
'otel expenses section should allow to file lodging expenses that are paid only once and not nightly (like cleaning)',Other
'works good',Other
'aun y cuando no cuento con facture  si cuento con  para la aplicacion del  y no permite guarder asi el reporte',Other
'solicito por favor nos puedan apoyar con aceptar los taxis que no cuentan con facturacion en localidades que no hay uber para poder viajar en la madrugada hacia el aeropuerto',Other
'lease look closely at receipts in particular the date on receipted tickets before sending them backvery poor show!',Other
't is extremely slow',Other
'eceipt images uploaded to mobile app continue to automatically delete ave had to fill out multiple missing receipt affidavits because of this',Other
'annot book flights because oncur submits my name incorrectly',Other
'very satisfied',Other
'or pulling up expenses from credit card system should automatically(once a month) pull up expenses whether you log in or not because if you dont login for more a month then after logging in it only pulls up credit card expenses for last  month',Other
'ees from flights are usually tacked on after receipt auto submitted to concur',Other
'ok',Other
'llocations could use a big improvement annot see usiness urpose in any view but expense detail his would be extremely useful in allocations and speed the process',Other
'hy does oncur provide a listing of flights that are prohibited from being used per company policy f certain classes of fairs are prohibited why provide them as an option tem  why must we subtract mileage when a family member drives us to the airport ileage to the airport is $ dollars with out a deduction ith a deduction to account for mileage to work the reimbursement drops to $ iven two options of putting my family out to drive me to the airport and receive $ or use a car service and not inconvenience my family  will use the car service and pass through the cost of $',Other
'first time user his was very easy and quick xcellent',Other
'his takes so much longer than necessary here is no good way to combine expenses and credit card charges or to unwind combinations that didnt work right the first time it was tried he disorganization of this process and lack of clear instructions (let alone anything intuitive) is a huge time suck',Other
'ow that  am familiar with the process oncur is simple to use',Other
'good',Other
'still too many fields to fill in  takes too long to complete a report like the fuel drop down airfare to and from meals sometimes and then waiting for receipts thanks for listening',Other
'athleen with relocation said that since my hotel is preopening this is correct to submit this way',Other
'epair pipe in room ',Other
'need to be able to delete offsetting transactions without submitting a report',Other
'great!',Other
'great',Other
'ssues with trying to put a missing affadavit on a receipt  charge that  put as personal and not to be reimbursed threw up a flag that it was an invalid credit card o  had to mark it as a corp expense  charge transaction would not match up to a receipt',Other
'asy intuitive  c',Other
'ecxelente herramienta de trabajo',Other
'eed to be able to attach pdf receipts through the mobile app',Other
'llocations dont seem to work for all expenses at a time requires a lot of time spent in each individual expense',Other
'ery cumbersome',Other
'akes a very long time to get my fundsin an average of  weeks per eport',Other
't takes forever to audit the reportworking on  weeks',Other
'ts takes too long for me to receive reimbursement',Other
'could be made easier to use',Other
'ttached all receipts including gas  program said gas for private car was not an allowed expense',Other
'hotel itemization is painful the interface requires so many extra pages to enter simple expenses',Other
't would be nice to see the breakdown of what is due to me prior to hitting submit',Other
'ttached receipt part  quite challenging aptured receipt via mobile phone and do report submission via laptop s there any simplifyeasy way to do it ',Other
'ery user friendlyetailling of hotel bill was done by converting otel receipt details swiss francs back to canadian dollars t would be easier to detail in swiss franc as found on hotel bill and then apply credit card conversion rate to all since it was paid in canadian dollars',Other
'ery easy to use and excellent return time',Other
'llow different rates per night on hotels to reflect reality',Other
'unclear workflow',Other
'muy bueno',Other
'its awful  takes me  times longer to process than it used to in ',Other
'ax is not suppose to be populated',Other
'he system incorrectly adds warning messages',Other
'ok',Other
'fairly complicated to navigate but figured things out  am sure it would be easier the more  use the tool',Other
'hy do  have a caution indicating  have indicated high expenses for a particular day when  am under my daily per diem',Other
'his takes too much time between clicks',Other
'his user interface is terrible',Other
'orrible user interface',Other
'eports are getting much easier to submit till not finding how  create the itinerary to be very instinctive so  think you can still improve that',Other
'ser interface is not intuitive and the response is slow',Other
'his tool requires several different clicks on different screens and has a  slow refresh rate making it take an extremely long amount of time to complete each action eyond that it isnt very intuitive and making it so that certain exceptions wont go away until you hit ubmit again is just plain cruel',Other
' like the tool and ve become more comfortable with it over time',Other
'verall it seems to be easier and faster compare to before',Other
'oing an excellent job with the  rofiles',Other
'ough!ll meals are inner by default and have to be editedotel rates vary through week  had to figure out how to individually edit',Other
'till too cumbersome',Other
'his system needs to be redesigned to make it more user friendly',Other
'earning the system hanks',Other
'harges take forever to appear in the system o way to combine  hotel charges with the  ereceipt so have manually itemize and edit  nights f using more than one llocation number selecting from avorites drop down delete all but one number  must manually enter additional lines',Other
'nintuitive (',Other
'pplication still has very poor workflow',Other
'till dont like it',Other
'airline receipt should be autolinked rather than having to upload separatley',Other
'not easy to usedifficult to tell how to make warnings go awaydifficult to allocatedifficult to choosesave charge numbers',Other
'ot user friendly when processing an expense report',Other
'ot simple to use',Other
'xpense reporting process is much more cumbersome and much less intuitive than previous systems',Other
'ood',Other
'errible',Other
'he final screen prior to submitting my report had a statement that seemed to indicate the company would reimburse me directly instead of paying off my company card t stated that  should cancel submittal and go back if  wanted to change this (ie have the company pay my card off directly) owever there were no instructions on how to do that and  could not locate this option within the settings ither the wording should be removed or a clearer direction should be provided on how to update the setting hanks!',Other
'mproving   ',Other
'hould not be this difficult to expense a trip pent  hours (~$) submitting an $ expense report omplete waste of time and program money',Other
'ow ust wow ystem feels like it was designed in  ser interface completely nonintuitive ow level of automation requires repeated user intervention for simple functions (resubmitting to clear exceptions eally!)',Other
'roblem is the employees currency with program use y issue was the combination of repatriation travel combined with this business event',Other
'ustomer service is excellent but the tool not great',Other
'lousey',Other
'horrible',Other
'ee this is for  mileage that was left off the travel report',Other
'he worst expense system on the planet',Other
'his application is one of the most unintuitive  have ever had the misfortune to use here are so many traps that are not explained to the use that can prevent an expense being completed',Other
'xpenses  odging',Other
'isplay expenses as a table with expense type as rows and dates as columns so you can see similar expenses grouped  like there is a number for breakfast each day o much easier and more convenient to the person creating the expense report or reviewing someone elses',Other
' do not like the functionality of this website',Other
'eeds tutorial attached',Other
'rovide a button to check if everyting is compliant without hitting submit e engineers what to verify everything is correct',Other
'ore complicated than it needs to be',Other
'oncurs a kinda crappy tool ery nonintuitive',Other
'ard expenses are not updated fast enough',Other
'ot intuitive like the previous expense program',Other
'ooking flights separately saved $ but concur made it very difficult to expense the trip would give less then  star if possible',Other
'ind of confusing instructions should be more detailed',Other
'cant read travel receipt record locator on screen when attaching receipts ould be nice if gency fee had record locator on it so that it is easier to match to correct travel',Other
'good',Other
'exceptional any problems  email and it is delt with very good time related',Other
'your audit process should not take  days!!',Other
'limited online help process convoluted and confusing multiple ways to achieve same endpoint',Other
'his is almost not terrible now',Other
'etting faster but still annoying to use',Other
'ast and easy',Other
'ood and easy to use',Other
'cramped on screen working area',Other
'ery user friendly',Other
'het systeem is niet gebruikers vriendelijk',Other
'great job',Other
'ood',Other
'very bad app',Other
'ay to complicated o way to view airline credits eeceipts show up much later than expected  often two weeks after the event',Other
'till waiting on a receipt from convention plant designs  should have it by onday',Other
'too combersome to add attendees',Other
'great',Other
't will be better if the previous attached receipt image could be automatically saved in the available receipt for onward selection s we always scan multiple receipts in one image',Other
'uto splitting expenses into monthly reports is nice he  is still pretty awkward maybe just hire some  consultants',Other
'otal crap',Other
'hen creating these reports there are far too many ways to get this report rejected with no instructions available',Other
'reat !!',Other
'oo much data entry',Other
'ery difficult',Other
'concur is very helpful for travel arrangements t is suggested to provide companys standard guidelines and per diem chart for all company employees',Other
'entries will not save specially when entering attendees to a meal',Other
'asy to use and attach receipts',Other
'eam uilding ',Other
'xtravio comproantes',Other
'uy buen trabajo! racias',Other
'uchas racias xcelente servicio y a tiempo',Other
's muy complicado el sistema',Other
'ay facturas que el proveedor no desglosa si los desglosas aun la plataforma cuestiona el costo',Other
'xcelente herramienta!',Other
'muy bien todo',Other
'issing receipt declaration would be handy on the ap',Other
'ill see when  am reimbursed',Other
'ery very confusing to use  user friendly steps are not in a logical input order t takes  too long to enter expenses using this system',Other
'oll roads should be added to utomobile expenses',Other
'easy',Other
'he interface could be made to be more userfriendly avigating to different steps is sometimes confusing',Other
'his was the easiest expense report  have every completed eep up the good work',Other
'ne of my credit card transactions says the payment was cash  dont know how to change it',Other
'till need a few more options for expenses riting everyones name down for a box of donuts is a bit much',Other
'opefully this one goes through  still havent got my expense from my oston trip  will resubmit later today',Other
'thanks to eslie',Other
'oor search functionality on allocating expenses via internal cost centers',Other
'you are doing great!',Other
'worst expense software ever',Other
'xcellent',Other
'retty easy to use he new version of oncur requires use of the ileage alculator to compute actual mileages tofrom clinics  but the mileage computer is not very close to the actual miles logged in my logbooks rg',Other
'aught in a loop with submitting invoice',Other
'great easy to use',Other
'ntry of lots of redundant information',Other
'site navigation is uncomplicated',Other
'nable to add more than one receipt attachment per expense ometimes receipt is two pages',Other
'rest',Other
'astos traslados ',Other
'ery ood',Other
'ery good',Other
'ood tool',Other
'xcellence and efficient!!!!!!!!',Other
